latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-2.69521,114.02233999999999,343.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,297.6,4.8,D
-2.55822,114.89761999999999,333.9,0.4,0.37,2019-11-17,548,N,low,1.0NRT,305.5,2.9,D
-1.24472,123.16063,341.7,0.42,0.61,2019-11-17,548,N,nominal,1.0NRT,291.5,6.0,D
-2.53939,114.99781999999999,339.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,305.2,3.8,D
-2.5537400000000003,114.90428999999999,344.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,306.4,7.6,D
-2.55036,114.90378,352.8,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,308.4,4.6,D
-2.55091,114.9002,335.8,0.4,0.37,2019-11-17,548,N,low,1.0NRT,306.7,4.6,D
-2.51703,115.09813,331.0,0.4,0.37,2019-11-17,548,N,low,1.0NRT,302.7,3.2,D
-2.54753,114.8997,337.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,306.4,4.6,D
-1.4526299999999999,121.77998999999998,367.0,0.33,0.56,2019-11-17,548,N,high,1.0NRT,297.8,13.5,D
-2.47811,115.32806000000001,331.9,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,298.1,6.6,D
-2.63935,114.27731999999999,334.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.7,5.0,D
-2.63988,114.27383,331.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.4,3.3,D
-2.4746900000000003,115.32755,367.0,0.41,0.37,2019-11-17,548,N,high,1.0NRT,302.0,6.6,D
-2.52516,114.95515,335.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.8,2.4,D
-2.52572,114.95155,336.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,303.2,4.2,D
-2.61021,114.34018,338.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,303.7,5.2,D
-1.24774,123.16071000000001,334.8,0.42,0.61,2019-11-17,548,N,nominal,1.0NRT,291.4,6.4,D
-2.58608,114.38672,333.0,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,296.8,4.0,D
-1.45028,121.78088999999999,342.4,0.33,0.56,2019-11-17,548,N,nominal,1.0NRT,294.9,5.3,D
-1.4508,121.77747,356.5,0.33,0.56,2019-11-17,548,N,nominal,1.0NRT,295.1,5.3,D
-2.3039099999999997,116.19816000000002,332.6,0.44,0.39,2019-11-17,548,N,nominal,1.0NRT,296.8,3.2,D
-2.48447,115.01123,331.3,0.4,0.37,2019-11-17,548,N,low,1.0NRT,305.5,2.3,D
-2.61048,114.15818999999999,339.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,302.8,5.4,D
-2.61101,114.15472,348.0,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,304.5,27.6,D
-2.47823,115.00661000000001,330.2,0.4,0.37,2019-11-17,548,N,low,1.0NRT,301.8,4.5,D
-2.60715,114.15768999999999,332.7,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.7,5.4,D
-3.8584099999999997,105.79799999999999,334.0,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,296.7,5.6,D
-3.9017699999999995,105.50258000000001,339.9,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,297.5,3.4,D
-3.84435,105.8247,367.0,0.62,0.54,2019-11-17,548,N,high,1.0NRT,298.0,46.7,D
-1.4512,121.60708000000001,343.9,0.33,0.55,2019-11-17,548,N,nominal,1.0NRT,298.3,4.3,D
-2.4548799999999997,115.11436,330.4,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.3,2.2,D
-2.52964,114.62313,349.0,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,302.1,5.4,D
-3.8451699999999995,105.81908,356.7,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,298.9,46.7,D
-3.84599,105.81347,330.4,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,294.6,7.2,D
-3.89117,105.50411000000001,331.2,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,294.6,4.4,D
-3.8402,105.81838,367.0,0.62,0.54,2019-11-17,548,N,high,1.0NRT,294.5,39.5,D
-2.5268200000000003,114.61908999999999,330.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.2,2.8,D
-3.84102,105.81278,341.2,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,294.1,8.7,D
-1.29118,122.55597,331.0,0.38,0.59,2019-11-17,548,N,nominal,1.0NRT,294.1,2.5,D
-1.40831,121.77998999999998,356.2,0.33,0.56,2019-11-17,548,N,nominal,1.0NRT,297.9,8.7,D
-1.40875,121.77722,337.8,0.33,0.56,2019-11-17,548,N,nominal,1.0NRT,296.9,5.8,D
-2.45133,115.06922,332.8,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.7,3.2,D
-2.44849,115.06508000000001,367.0,0.4,0.37,2019-11-17,548,N,high,1.0NRT,301.2,10.2,D
-2.44509,115.06458,349.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.6,6.0,D
-2.44225,115.06043999999999,339.9,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.0,6.0,D
-1.41188,121.62534,344.0,0.33,0.55,2019-11-17,548,N,nominal,1.0NRT,300.2,1.9,D
-1.3744299999999998,121.82718999999999,349.2,0.34,0.56,2019-11-17,548,N,nominal,1.0NRT,295.0,11.3,D
-1.3748200000000002,121.82473,354.4,0.34,0.56,2019-11-17,548,N,nominal,1.0NRT,298.8,11.3,D
-1.40704,121.62305,337.7,0.33,0.55,2019-11-17,548,N,nominal,1.0NRT,296.7,1.9,D
-1.6182299999999998,120.29616000000001,342.2,0.53,0.5,2019-11-17,548,N,nominal,1.0NRT,301.7,9.7,D
-2.4237599999999997,115.13576,342.0,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,304.4,2.8,D
-1.37573,121.78603000000001,345.4,0.34,0.56,2019-11-17,548,N,nominal,1.0NRT,294.6,4.0,D
-2.4209099999999997,115.13161000000001,340.2,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,301.1,5.3,D
-2.42761,115.08795,331.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.9,2.8,D
-1.4812100000000001,121.09494,334.5,0.6,0.53,2019-11-17,548,N,nominal,1.0NRT,295.6,6.1,D
-2.38197,115.36246000000001,340.1,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,299.4,5.8,D
-2.42365,115.09106000000001,339.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,297.3,2.8,D
-2.37797,115.36563999999998,334.1,0.41,0.37,2019-11-17,548,N,low,1.0NRT,304.6,6.5,D
-2.49918,114.57517,331.6,0.39,0.36,2019-11-17,548,N,low,1.0NRT,303.7,5.1,D
-4.12628,103.42628,330.2,0.45,0.63,2019-11-17,548,N,nominal,1.0NRT,289.9,3.1,D
-2.43961,114.94176999999999,334.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.4,2.3,D
-2.41624,115.07138,333.9,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.3,5.0,D
-2.43622,114.94126000000001,353.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.3,6.8,D
-4.0296400000000006,103.99467,330.8,0.41,0.61,2019-11-17,548,N,nominal,1.0NRT,290.0,1.6,D
-1.38246,121.54966999999999,330.3,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,300.1,3.4,D
-2.51158,114.40427,342.9,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,302.4,4.5,D
-2.51212,114.40076,333.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.9,4.5,D
-2.41663,115.00105,340.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.6,1.7,D
-2.50555,114.42132,341.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.2,6.6,D
-2.41591,114.9382,330.9,0.4,0.37,2019-11-17,548,N,low,1.0NRT,301.0,4.9,D
-2.37995,115.10309,331.9,0.4,0.37,2019-11-17,548,N,low,1.0NRT,303.0,4.0,D
-2.3805,115.09945,338.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.3,4.9,D
-1.38489,121.54561000000001,333.6,0.32,0.55,2019-11-17,548,N,low,1.0NRT,304.7,4.4,D
-2.38515,114.99995,342.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.3,11.8,D
-1.4324299999999999,121.20433,333.5,0.61,0.53,2019-11-17,548,N,nominal,1.0NRT,294.8,4.2,D
-2.3823,114.99583,340.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.9,7.9,D
-2.37891,114.99531999999999,367.0,0.4,0.37,2019-11-17,548,N,high,1.0NRT,302.4,7.9,D
-3.8006,105.53571000000001,367.0,0.32,0.55,2019-11-17,548,N,high,1.0NRT,297.8,12.6,D
-2.3772599999999997,115.00618,335.9,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.6,3.9,D
-2.3778099999999998,115.00256,344.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,304.0,8.5,D
-2.37836,114.99893999999999,342.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,303.5,8.5,D
-3.80104,105.53278,331.3,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,294.8,5.1,D
-3.7946800000000005,105.54085,367.0,0.32,0.55,2019-11-17,548,N,high,1.0NRT,300.2,35.9,D
-2.37442,115.00204,340.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.6,4.3,D
-2.3749700000000002,114.99843999999999,336.4,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.5,4.3,D
-3.7951099999999998,105.53793,352.3,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,294.8,11.1,D
-3.7955400000000004,105.535,332.4,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,293.9,11.1,D
-1.2868899999999999,122.04168999999999,330.0,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,299.5,3.0,D
-2.3074,115.41975,331.3,0.41,0.37,2019-11-17,548,N,low,1.0NRT,305.8,5.9,D
-1.30751,121.84141000000001,367.0,0.34,0.56,2019-11-17,548,N,high,1.0NRT,297.2,6.4,D
-1.53883,120.3599,348.7,0.53,0.5,2019-11-17,548,N,nominal,1.0NRT,297.8,6.9,D
-1.53417,120.35925,335.2,0.53,0.5,2019-11-17,548,N,nominal,1.0NRT,300.1,4.6,D
-2.3569,115.00312,339.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,294.1,3.6,D
-2.3574599999999997,114.9995,339.8,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,297.7,9.6,D
-2.3580099999999997,114.99588,356.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.3,9.6,D
-2.3750299999999998,114.88416000000001,330.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.3,1.3,D
-2.35296,115.00623,334.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,303.4,4.4,D
-2.35406,114.99898999999999,344.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.0,3.5,D
-2.3546099999999996,114.99538000000001,334.2,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.3,3.5,D
-2.34901,115.00933,333.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.8,3.7,D
-2.34957,115.00571000000001,343.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.4,4.4,D
-2.35122,114.99486999999999,334.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.3,3.5,D
-2.34672,115.00159,343.4,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,305.0,7.1,D
-2.34783,114.99436000000001,351.2,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.9,6.7,D
-3.7686699999999997,105.43491000000002,350.4,0.33,0.55,2019-11-17,548,N,nominal,1.0NRT,294.9,11.1,D
-3.7690900000000003,105.43195,344.6,0.33,0.55,2019-11-17,548,N,nominal,1.0NRT,293.0,7.5,D
-2.32891,115.09541999999999,339.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.8,4.3,D
-2.34333,115.00108,350.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.4,7.1,D
-2.34388,114.99746999999999,342.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.3,6.7,D
-2.43319,114.36713,335.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,297.8,3.8,D
-2.4293099999999996,114.37013,342.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.6,6.8,D
-2.42985,114.36663,342.2,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.1,6.8,D
-2.43902,114.23918,332.2,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.2,4.8,D
-2.43955,114.23568999999999,333.7,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,297.6,2.3,D
-2.43568,114.23868999999999,335.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.0,3.7,D
-2.43621,114.23518999999999,333.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.8,4.9,D
-2.43181,114.24168,331.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,294.3,3.7,D
-2.43234,114.23818,340.5,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.1,3.7,D
-2.42901,114.23768999999999,335.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,299.6,5.7,D
-2.3205,114.92381,332.7,0.4,0.37,2019-11-17,548,N,low,1.0NRT,302.8,5.2,D
-2.28248,115.14811,333.9,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,300.6,5.0,D
-2.31711,114.9233,344.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.2,7.2,D
-2.27907,115.14761000000001,333.9,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,299.2,5.0,D
-2.3807099999999997,114.44181999999999,344.4,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.5,18.1,D
-2.37868,114.4409,343.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.3,29.7,D
-2.33197,114.72715,355.1,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.6,44.7,D
-2.3286,114.72665,337.2,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.5,6.5,D
-2.3719799999999998,114.4399,335.0,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.4,3.9,D
-2.3273900000000003,114.71189,336.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.8,5.4,D
-2.32793,114.70833,333.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.8,4.0,D
-2.3300799999999997,114.69408,346.8,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.8,7.4,D
-2.3224,114.72207,336.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.0,3.3,D
-2.32456,114.70782,346.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,301.0,12.6,D
-2.32672,114.69358999999999,351.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,302.2,6.3,D
-2.32726,114.69003000000001,331.4,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,297.2,6.3,D
-2.31903,114.72157,336.8,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.7,3.3,D
-2.31957,114.71801,333.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,298.8,3.3,D
-1.4309100000000001,120.3308,336.5,0.53,0.5,2019-11-17,548,N,nominal,1.0NRT,300.5,5.3,D
-2.29196,114.69564,336.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,296.5,5.2,D
-2.2925,114.6921,345.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,296.0,5.2,D
-2.2886,114.69514,352.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.4,5.2,D
-2.2530099999999997,114.90587,340.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.6,6.3,D
-2.2836,114.70532,330.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,294.5,3.4,D
-2.28523,114.69463999999999,340.9,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.9,4.5,D
-2.28023,114.70482,338.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,294.1,3.4,D
-2.28132,114.69769,343.6,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.3,8.6,D
-2.28186,114.69413999999999,339.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,300.6,4.5,D
-2.27675,114.68243999999999,330.4,0.4,0.37,2019-11-17,548,N,low,1.0NRT,301.6,8.0,D
-2.27339,114.68194,330.7,0.4,0.37,2019-11-17,548,N,low,1.0NRT,301.6,7.0,D
-2.3147900000000003,114.38821000000002,336.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,299.0,3.3,D
-2.01688,116.2794,356.4,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,303.5,14.6,D
-3.56872,105.75983000000001,340.3,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,294.1,6.0,D
-2.34728,114.01826000000001,333.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.8,9.8,D
-2.34395,114.01775,340.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.4,9.8,D
-2.34062,114.01727,335.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.0,4.3,D
-2.28481,114.32531999999999,345.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,299.7,7.0,D
-3.56785,105.76276000000001,334.0,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,294.6,8.1,D
-2.26932,114.33734,367.0,0.39,0.36,2019-11-17,548,N,high,1.0NRT,304.9,8.3,D
-2.26879,114.34085,335.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,303.4,5.2,D
-2.26985,114.33383,335.7,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.8,8.3,D
-2.2654400000000003,114.34035,342.4,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,305.4,9.6,D
-2.23275,114.53348999999999,341.4,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,296.0,4.6,D
-2.2332799999999997,114.52996,336.5,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.8,4.6,D
-2.23382,114.52643,334.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,299.1,4.4,D
-2.23435,114.52288999999999,347.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,293.1,4.4,D
-1.3964299999999998,119.98338999999999,330.7,0.51,0.49,2019-11-17,548,N,nominal,1.0NRT,295.9,2.4,D
-2.2559400000000003,114.33533,343.8,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,295.8,5.5,D
-2.80597,110.69485,345.6,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,295.1,11.5,D
-1.14931,121.51661000000001,352.3,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,297.3,5.8,D
-2.16685,114.89951,340.2,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,299.5,5.5,D
-2.06127,115.57008,330.5,0.42,0.38,2019-11-17,548,N,low,1.0NRT,301.0,3.3,D
-2.1629099999999997,114.9026,336.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,295.8,5.5,D
-1.95825,116.22098999999999,344.7,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,299.2,7.8,D
-2.1554900000000004,114.88306000000001,348.5,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,294.5,6.8,D
-2.2428,114.2868,348.5,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.2,12.9,D
-2.24333,114.2833,348.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.4,11.0,D
-1.11514,121.53563999999999,334.2,0.33,0.55,2019-11-17,548,N,nominal,1.0NRT,299.6,2.5,D
-2.22986,114.34938999999999,333.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.7,3.6,D
-2.2304,114.34588000000001,351.9,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,301.5,5.8,D
-2.23093,114.34236999999999,337.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.1,5.8,D
-2.23893,114.2898,334.2,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.8,15.8,D
-2.23946,114.2863,342.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,305.7,15.8,D
-2.24212,114.2688,345.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,303.3,24.4,D
-2.23558,114.2893,335.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,299.5,15.8,D
-2.23612,114.2858,340.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,303.7,15.8,D
-2.2393099999999997,114.26478999999999,345.3,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.0,24.4,D
-3.7802800000000003,103.82755999999999,328.2,0.42,0.61,2019-11-17,548,N,nominal,1.0NRT,294.1,5.2,D
-1.8995,116.41206000000001,336.3,0.46,0.39,2019-11-17,548,N,nominal,1.0NRT,300.5,4.3,D
-1.9054200000000001,116.35002,331.1,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,296.3,3.1,D
-1.89379,116.37761,334.7,0.46,0.39,2019-11-17,548,N,nominal,1.0NRT,298.9,4.9,D
-2.18174,114.50778999999999,332.9,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,295.9,2.0,D
-2.26591,113.95536000000001,338.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,298.1,3.9,D
-2.1783799999999998,114.50728000000001,331.2,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,296.6,3.5,D
-2.17448,114.51031,335.1,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,300.2,3.5,D
-3.5874699999999997,104.79498000000001,329.8,0.36,0.57,2019-11-17,548,N,nominal,1.0NRT,292.2,4.0,D
-2.1644200000000002,114.50881000000001,331.5,0.39,0.36,2019-11-17,548,N,low,1.0NRT,303.1,4.5,D
-2.16106,114.50831000000001,347.5,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,296.0,4.5,D
-2.0636200000000002,114.82093,331.0,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,287.4,3.7,D
-2.0596900000000002,114.82401999999999,333.7,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,290.4,5.6,D
-2.0602400000000003,114.82043,348.3,0.4,0.37,2019-11-17,548,N,nominal,1.0NRT,290.0,3.7,D
-2.5070099999999997,111.86713,344.3,0.41,0.37,2019-11-17,548,N,nominal,1.0NRT,297.8,9.0,D
-3.40913,105.51893999999999,333.2,0.32,0.54,2019-11-17,548,N,nominal,1.0NRT,297.1,2.5,D
-3.40783,105.4921,367.0,0.32,0.55,2019-11-17,548,N,high,1.0NRT,301.3,7.9,D
-3.5917199999999996,104.1992,367.0,0.39,0.6,2019-11-17,548,N,high,1.0NRT,292.1,32.4,D
-3.4049199999999997,105.51241999999999,335.7,0.32,0.54,2019-11-17,548,N,nominal,1.0NRT,298.7,2.9,D
-3.4065800000000004,105.5008,332.4,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,299.2,4.1,D
-3.407,105.49792,333.2,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,299.5,4.1,D
-3.40741,105.495,332.7,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,299.2,7.9,D
-3.40824,105.48919,338.3,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,296.2,10.7,D
-3.5922300000000003,104.19559,343.2,0.39,0.6,2019-11-17,548,N,nominal,1.0NRT,294.7,30.6,D
-3.40236,105.49428,344.7,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,298.7,7.9,D
-3.4027800000000004,105.49136999999999,352.3,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,299.0,7.9,D
-1.85543,115.85707,344.3,0.43,0.38,2019-11-17,548,N,nominal,1.0NRT,293.6,21.3,D
-3.4543699999999995,104.97867,336.2,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,289.8,6.0,D
-3.45482,104.97551000000001,346.2,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,289.6,7.4,D
-2.30863,112.82153999999998,334.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,297.7,5.4,D
-3.4550400000000003,104.97536000000001,344.4,0.35,0.56,2019-11-17,548,N,nominal,1.0NRT,289.5,6.7,D
-3.3751,105.40911000000001,343.7,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,298.2,2.2,D
-3.3785800000000004,105.38553,344.4,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,298.5,8.9,D
-3.3798800000000004,105.37666999999999,347.2,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,295.1,4.4,D
-1.7592599999999998,116.13451,330.2,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,298.5,4.7,D
-3.32916,105.68583999999998,336.7,0.62,0.54,2019-11-17,548,N,nominal,1.0NRT,292.8,6.6,D
-3.37393,105.38186,335.0,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,297.2,10.3,D
-3.4151300000000004,104.882,342.6,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,285.5,10.1,D
-3.4156,104.87878,353.3,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,288.0,8.7,D
-1.7131900000000002,116.26813999999999,333.0,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,299.4,2.2,D
-1.83742,115.34426,332.1,0.42,0.37,2019-11-17,548,N,nominal,1.0NRT,297.6,2.4,D
-1.6923099999999998,116.26083999999999,338.7,0.45,0.39,2019-11-17,548,N,nominal,1.0NRT,300.9,3.7,D
-1.7054200000000002,116.10583000000001,342.4,0.44,0.39,2019-11-17,548,N,nominal,1.0NRT,298.0,7.7,D
-1.9787700000000001,114.26423999999999,335.6,0.39,0.36,2019-11-17,548,N,nominal,1.0NRT,297.6,3.3,D
-1.63581,116.30701,344.5,0.46,0.39,2019-11-17,548,N,nominal,1.0NRT,300.5,6.6,D
-3.35585,104.88515,330.6,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,289.4,5.8,D
-1.05789,120.02998999999998,338.9,0.52,0.5,2019-11-17,548,N,nominal,1.0NRT,295.1,5.6,D
-3.26302,105.40633000000001,346.5,0.32,0.55,2019-11-17,548,N,nominal,1.0NRT,296.0,3.8,D
-3.33397,104.92445,330.1,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,289.2,3.1,D
-3.52357,103.4265,330.6,0.44,0.63,2019-11-17,548,N,nominal,1.0NRT,292.7,3.1,D
-3.2840599999999998,104.93677,336.4,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,293.8,3.8,D
-3.2895300000000005,104.89867,334.6,0.35,0.57,2019-11-17,548,N,nominal,1.0NRT,289.7,3.7,D
-3.2774699999999997,104.94552,348.6,0.35,0.56,2019-11-17,548,N,nominal,1.0NRT,293.9,8.5,D
-3.24895,104.99606000000001,367.0,0.34,0.56,2019-11-17,548,N,high,1.0NRT,290.4,7.9,D
-3.2494,104.99293,341.8,0.34,0.56,2019-11-17,548,N,nominal,1.0NRT,289.0,7.9,D
-3.2437400000000003,104.99533000000001,339.6,0.34,0.56,2019-11-17,548,N,nominal,1.0NRT,285.1,4.9,D
